"--kwEVaBDLIbWFViVHGleA";"5";"2017-02-21 00:00:00";"Copper Branch satisfied both me and my foodie-vegan friends (clarification: I am not vegan, or even vegetarian, but I can get down with tofu when the duty calls), so if you're looking for a quick spot to satisfy multiple dietary preferences, I give this place my full endorsement. We were literally standing on a street corner, starving and cranky after a long and foodless trek up and back down Mont Royal and Rue Peel, when Copper Branch appeared on Yelp and saved the day. 

I had the ""Aristotle"" bowl, which was a massive bowl filled with fresh greens, sweet potato, avocado, smoked tofu, a balsamic-based dressing, and other yummy veggies. It was extremely filling! I shared a raspberry chia pudding with my friend, which was delish, if a little runny. My friends loved their bowls and sandwiches, including a very pink beet burger. There are tons of vegan and gluten-free dessert options, and many of the entrees are gluten-free as well.

Oh-- the POUTINE! Vegan poutine sounded like an oxymoron to me, but damn, this was GOOD. The fries are thin-cut and delectable and topped by vegan gravy and cheese sauce that is really, really, really yummy. Get it!";"9";"0";"2";"Copper Branch";"Montréal";"QC";"Vegan"
"--opRWsqWdoGYF6UXZyFmQ";"3";"2012-11-14 00:00:00";"Dotty's has a reputation for good burgers. They have some pretty good burgers, but it never really blew my mind. Dotty's was just a little too packed when I went and it was hard to get a conversation going or even hear myself think. I would recommend trying to get to Dotty's at an odd dinner hour or earlier in the evening.";"0";"0";"0";"Dotty Dumpling's Dowry";"Madison";"WI";"Vegan"
"--pUmhzGbQTiqK3k-4XY2A";"4";"2013-02-25 00:00:00";"Great food, great laid back atmosphere. I gave it a four because the service was slow and there was quite a bit of a wait, but I really loved this place. I highly recommend the falafel!";"0";"0";"0";"Tommy's Restaurant";"Cleveland Heights";"OH";"Vegan"
"--stv8AY9Z7T15rU0JOhAw";"5";"2017-10-19 00:00:00";"Great staff, food and atmosphere. Loved the open seating shared table. 

PS... the brisket is amazing!";"1";"0";"1";"Carson Kitchen";"Las Vegas";"NV";"Vegan"
"--uS8m5plfWe9Yn4VZI9Cw";"5";"2011-04-26 00:00:00";"Awesome food and great ambience.
Reasonable prices.
its byob so make sure u take ur own bottle of wine to go with the great food.";"0";"0";"0";"Abay Ethiopian Cuisine";"Pittsburgh";"PA";"Vegan"
"--XGYpSXCF3C6uu9hE5XzQ";"2";"2017-06-04 00:00:00";"First time here. A bit disappointed. Ambiance is okay. Great music. Not the best service. There's no inside or air conditioning and it was 107 today. The misters worked wonders though. It was nice to sit right on Mill Ave. 


Seeing no one else with food should have been a red flag for me. I ordered food nonetheless. I ordered Carne Assad tacos and a Moscow mule. Initially I had no intention to drink but I waited so damn long to receive a menu and have my order I felt like it didn't make sense not to. From when I got there to when I ordered I kid you not it took nearly 45 minutes. I contemplated leaving a few times but I stayed because the reviews are so decent I just had to try. 

I had to ask for just meat and cilantro. They normally pre-mix everything in the tacos. I asked for corn tortilla, was served flour. I was too hungry to send it back. The damn carne asada was soooooo oily and salty. Unnecessarily salty actually. Bland rice. Bland beans. It wasn't until after I received my food that I realized that his place is known for its alcohol buckets. Not the food. 

Eat here at your own risk. Might be a cool place to come hang out when it isn't too hot and want a place to go have just drinks with friends.";"1";"1";"0";"CASA Sunbá";"Tempe";"AZ";"Vegan"
"--yFTmTc79z1yakzAXhd3A";"4";"2017-01-30 00:00:00";"So I decided to try this place based on the four to five star reviews & I was excited that I was able to stumble upon a place that caters to vegetarians & Vegans which is a plus. Now about what I ordered...

Tonight I ordered the orange chicken & burger to go. When I try a new place, I always order two dishes just in case one is not so great. The total meal cost a little over $14.00

The orange chicken was pretty bland and unfortunately soggy; which was sad because I only had a 9 minute drive back to my destination. Plus there was not much of the orange sauce on the chicken or in the container which would have been nice to mix with the white rice .

The burger was pretty tasty, it comes with fries. I didn't feel a need to add any additional toppings to it when I arrived home. I would definitely order this again.

The final verdict: the orange chicken was a bust, but the burger saved the night!! Four stars overall.

There are other options that look good, so I will give this place another chance to see if I'll stick with my current rating. Maybe next time I'll dine in to see if my experience is different..";"1";"0";"0";"Veggie Village";"Phoenix";"AZ";"Vegan"
"--zwNbEGFPUGwAZteHri5w";"4";"2017-10-23 00:00:00";"100% Vegan?! Is this real life?! Yes, yes it is. 

This place is amazing. The cinnamon rolls are amazing. The prices are amazing. The baby buns are the cutest thing ever and perfect for both my kids. They are so generous with the toppings and everything we tried tasted incredible! 

We live in Henderson so the 25-30 minute drive REALLY sucks so, hopefully we can get one over here soon but please believe that drive won't keep me away. So worth it. 

The prices of the drinks are a little ridiculous ($3.25 for one small water) which is a trap because you definitely need a drink after your sweet tooth takes a hit. 

But other than that they are doing everything right!";"1";"0";"0";"Cinnaholic";"Las Vegas";"NV";"Vegan"
"-054EThRYSErHoaFinNGhA";"1";"2016-11-19 00:00:00";"Just when I thought things couldn't get worse...

We decided that since our first visit occurred shortly after Planta opened, we would give it another shot. There would be no way the service could have been as poor as our first encounter. So, we went for lunch.

We were seated promptly and immediately asked the waitress to help us choose a NON fried, NON salad item from the appetizer selections that we could share since we had each ordered a salad as a main.  She suggested the butternut squash and mushrooms.  Great!  Ten minutes later an arugula salad topped with squash and mushrooms arrived.  Although salty, it was tasty but we we did ask our waitress why she suggested a salad to start when our mains were each a salad.  She just stood there and smiled. (NOTE: The menu mentions nothing about the squash and mushrooms being served upon a bed of arugula.  Hmmm...)

Thirty five minutes later as we watched table after table receive their hot entrees (might I add they were patrons who arrived AFTER we did) we began to wonder why our salads had not arrived.  Once again, we asked our waitress what was going on.  She looked dumbfounded and walked away as we watched her approach a young man at the front of the restaurant.  They exchanged some words, he turned around to look at us and then he walked directly to the back of the restaurant toward the kitchen.  As we sat there hungry and frustrated, we decided at that moment that this was a most disorganized and thoughtless establishment and it was time to leave. Five minutes later, as we were getting our coats on, the young man arrived at our table with two salads in his hands.  When we asked about the wait, he said there really wasn't an excuse excuse - it was simply a ""mix-up"".  At that point we told him how this very same situation we encountered only a month prior and we would not tolerate it AGAIN.  We offered to pay for what we had eaten but he apologized for the situation and told us just to leave.

Planta, it is so hard to believe you are a part of the Chase group.  In fact, you call yourself the CHASE HOSPITALITY GROUP.  There was nothing hospitable about our visits. The breakdown in communication is terribly apparent.  After my first review, someone from your restaurant reached out to me privately for my email address so they could chat with me further.  I immediately provided it.  Did anyone ever get back to me?  Nope!

As a long time vegetarian, I had high hopes for your (supposedly) upscale restaurant that would cater to my eating habits.  You have disappointed me and my family and we will never return.";"2";"0";"0";"Planta";"Toronto";"ON";"Vegan"
"-07JTvYVcJ0OWZB52YvnAg";"1";"2011-09-18 00:00:00";"Service is not good. The food tastes flat. The ambiance is somewhere between a sports bar, a mongolian BBQ and a cheap chinese restaurant. The drinks are not good and prepared by non-professional barmen and barwomen. I had to ask for the bowls to be replaced because they were dirty and the waitress didn't see anything wrong!!! For the same money I can have better food across the street at Pei-Wei.";"0";"0";"0";"Genghis Grill";"Tempe";"AZ";"Vegan"
"-0BkIWtPXYcPN7AK1uRMSw";"4";"2016-06-24 00:00:00";"Promoting themselves as healthy dinner options we had some pretty tasty food.  The vegetable dip appetizer with ranch and an olive did were good.  The sea bass I had was excellent as was my wife's pasta.  

One area to improve. How about some ice in the water.  Luke warm served water was just horrible.  Is there a health advantage to serving warm water (maybe there is).  

Service was good with them being crowded.";"0";"0";"0";"True Food Kitchen";"Scottsdale";"AZ";"Vegan"
"-0fJ9e_3Jt-BE21gqWM4AQ";"5";"2015-06-26 00:00:00";"Absolutely delicious. Fresh ingredients that don't hide under heavy sauces. Great alternative to the regular taco shops.";"0";"0";"0";"La Santisima";"Phoenix";"AZ";"Vegan"
"-0gnp3NVPou9Chlycork9Q";"4";"2016-11-06 00:00:00";"I went for Sunday breakfast. Well it was 12:10p, but it was Sunday so who's counting? Do note that on Sunday brunch service ends at 1p. When I got to Tommy's there was a wait of about 20 minutes with 5 groups ahead of me. Interestingly enough you add your own name to the host waitlist (a clipboard lying on the counter to the left). A whole bunch of regulars seemed to know this. 

Once seated things moved quickly and the coffee, which was really quite good, was continually refilled. 

I ordered the Elsie Combo. It is basically a triple decker BLT plus two fried eggs, American cheese and house made peanut butter ($6.29). I got mine on rye. It was, despite the peanut butter, a pretty simple tasting sandwich. I did enjoy it though and would get it again. 

My friend got the Zeke which is like an omelet wrapped in pita bread. In this particular dish there were also onions, green peppers and American cheese.

Both entrees were a little small and are a la carte so you may want to consider a side of sausage or something. 

Despite a full house I didn't feel rushed. We were given more coffee even when handed our check so there was no rush to leave. Next time I want to go for lunch. The milkshake and burger seemed popular.";"0";"0";"0";"Tommy's Restaurant";"Cleveland Heights";"OH";"Vegan"
"-0HU04qk8KX-9NeV73cV2A";"5";"2015-03-02 00:00:00";"Visited them at the Gilbert Farmers market Saturday.
(What a great place with vegan/vegetarian things to buy!)

Had the Tempeh breakfast sandwich which was tasty and filling.
(Would have liked a little bit more sauce and a whole tomato slice.)

Ya I am picky sometimes...

Loved the Un-Pop Tart!";"1";"1";"0";"The Uprooted Kitchen";"Gilbert";"AZ";"Vegan"
"-0jwdCVEnnJByT99_BPP2g";"4";"2011-05-24 00:00:00";"I love Blue Nile! I have read the reviews saying it's not as flavorful as Cafe Lalibella down the road; however, I find them both to be extremely delightful and delicious. I love the veggie/vegan/raw options that are available. As a person with many veggie friends, this is always an easy and healthy choice to pick. They also have tea and amazing coffee. 

The only thing that is usually not impressive about Blue Nile is the service. Although there are a couple of nice people on the waitstaff, it's overall not up to par. If you go at a slow time, though, no worries.";"0";"0";"0";"Blue Nile Cafe";"Tempe";"AZ";"Vegan"
"-0KJD06i4LgA8k0kp8tKlw";"4";"2017-09-22 00:00:00";"Okay so first off, dumb me. I was craving a dirty martini and clearly you don't order one from a Thai place. I tried any way because there was a martini featured on the drink menu and it included olives. Considering the anticipated and welcomed language barrier from a terrific Thai restaurant, my dirty martini came to the table as the feature martini from the menu which included a lot of basil and olives-not a good mix. That being said the place is small but wasn't too packed for a 9pm dinner on a Saturday night. The service was fast, and the food was absolutely delicious. The beef mint salad is one of my go to Thai menu items and I must say it was by far the best mint beef Thai salad I have ever had. I cannot wait to go back, but definitely not for the martini feature.";"0";"0";"0";"Nicky's Thai Kitchen";"Pittsburgh";"PA";"Vegan"
"-0L5gLpCE0nCbXLYXnGIfA";"1";"2016-02-17 00:00:00";"This place sucks!!! It's so expensive for so-so quality of food... We ordered ""spicy"" but there was not a single chili in our dish. Every dish was salty and didn't taste very good (not good enough for the price for sure). 

But we are most upset about the horrible customer service. We complained to them that the price was wrong (that they charged us too much) but they said it was actually too little (can you believe it?) and they made the price even higher!!!!! They said it was their mistake they had forgotten to charge us for the rice. 

When we ordered the entrees, the waitress asked us which kind of rice we wanted, brown or white, so we assumed all dishes came with rice. They didn't inform us that we had to pay extra for rice. It was so confusing. 

We are vegan and always go to many locations of Loving Hut in many cities around the world and I have to say that this has been the worst experience dining at Loving Hut ever! Not a chance we will go back there. 

It was their mistake to start with and they still dared to change the price to even higher after we had complained about being charged wrong. It was such an incredibly rude service. Who would do this to a customer? These guys should learn the art of customer service from Starbucks. If I could give it zero star, I would.

If you have a car, go to Loving Hut in Tempe (near ASU). It's just a bit down the south. I love all the staff members there including the owner. They are all ""extremely"" nice. We were very very impressed with their service. They changed the orders according to our requests (replaced soy protein with tofu, cooked without onions etc.) and really made the food spicy. They also let us use their private bathroom etc. Customer service is a huge factor to a great dining experience. If you care to have a good experience, choose the Tempe location. Just so much better!!!";"1";"1";"0";"Loving Hut";"Phoenix";"AZ";"Vegan"
"-0lr8RXbZWLh5Hdcy_Uhzw";"4";"2010-01-05 00:00:00";"Wisconsin cheese belongs on Wisconsin burgers. A staple for the kids of UW Madison, this tavern-style restaurant offers a lot in the way of burger selection. I enjoyed the Runnelstone immensely and the garlic sauce, though very heavy in mayo, was darn tasty. I also enjoyed the basket of fried deliciousness that came as an appetizer. Fried Cheese Curds are better than any cheese in California.";"1";"1";"0";"Dotty Dumpling's Dowry";"Madison";"WI";"Vegan"
"-0oM7CyPwBWYPqyqJLsI-A";"2";"2009-07-22 00:00:00";"I just noticed that this place had opened and did pulled a u-turn to go try it out in the hopes I might get another first review. Once I got in I was a little confused because I didn't realize it wasn't a sit down and order type place. Instead you go up to the counter place your order, take a seat, and your order comes out to you. So I start looking over the menu I see the familiar mediterranean fair, but I notice a difference. They make their hummus and baba ganoush with yogurt. Instant turn off.

Despite this I decide to give the place a chance and I order a vegetable skewer and plato's potatoes. Turn's out plato's potatoes is just french fries with another name. I think ate two or three and gave up. The vegetable skewer was pretty decent and actually had a hunk of peach in it, which was a nice twist. Unfortunately that was not enough to make up for everything else.";"2";"0";"0";"Market Grille Cafe";"Las Vegas";"NV";"Vegan"
"-0pluR0EURoZ1z6UEElV1g";"5";"2008-04-30 00:00:00";"Since I moved from Tempe to San Diego, I have been mourning for my favorite place on earth. Excellent veggie selection, great quality of ingredients, friendly service and perfect location.

You Tempe crowd out there, you might be suffering from the heat and you might be dying to move to San Diego. Let me tell you, DON""T if you are an Ethiopian food fan like me. You will be very disappointed as you will not find anything close to Blue Nile here. While there, enjoy it!";"0";"0";"0";"Blue Nile Cafe";"Tempe";"AZ";"Vegan"
"-0reqFK0aY6Cip6tVRKI_w";"5";"2016-07-30 00:00:00";"Once again I love this place, the food is amazing and the staff super courteous.  Weekend girl friends trip to vegas,  and the only thing safe to report back is the amazing breakfast we shared here before heading home - kidding 

None of us could decide what to eat so we decided to order it all and share. 

* First thing was the check in sangira's super yummy and needed! 
* Chick'n and waffles,  really!!! thank you to the gods the oldand the new.  This was amazing.  the waffle was crispy and not to sweet and paired with the friend chick'n and a little syrup and hot sauce we were in love.
* Bao-wow This steamed bun was amazing  
*East West Tacos - a little diffacult to eat, but I just went for it, these had a great texture and flavor.  
* My little dumpling - shitake mushroom and spinache dumpling - only complaint was there was not enough,  these were delish.";"1";"0";"0";"VegeNation";"Las Vegas";"NV";"Vegan"
"-0ScxYiTibKxVHW7Ei1cCg";"5";"2016-06-08 00:00:00";"I will definitely have to come back when there's happy hour. Sat at the bar a few weeks ago .. The bartenders Were super nice and helpful . Had beer, elotes, tacos and some unlimited chips and salsa . Pretty filling. Their taco selection were very tasty. I love the atmosphere . Very crowded , which is a good thing!";"0";"0";"1";"Hussong's Cantina Boca Park";"Las Vegas";"NV";"Vegan"
"-0TMYDTYzqzWNSMZgYBJlg";"5";"2017-03-15 00:00:00";"Makes my life so much easier!! I go in before my 9 year old son and I train, get our dinners and then I don't have to stress about what I am going to feed him after we work out! And I know it's healthy and better yet, it's tasty!! I have had a lot of vegan plant based foods out there. They don't stack up to PPP! Other places take out the animal products and it seems the flavor too! Not here!! Will knows what he is doing! PPP has been such a lifesaver for this busy single mom!! Don't believe me then check it out yourself!";"3";"0";"0";"Plant Powered Prep";"Chandler";"AZ";"Vegan"
"-0y4061iB9pcw-sn7u7MHw";"5";"2017-10-25 00:00:00";"Best hot dog place in all of Phoenix! Owners are from Colombia so they know how to make real, authentic Colombian-style hot dogs. They have great lunch specials and I love the variety they bring to the place.

They also have Colombian sodas and other appetizers that give me a quick reminder of how good food from home is. If you like hot dogs, like to support a family-owned local business, do yourself a favor and stop by here. You won't regret it!";"1";"0";"0";"Simon's Hot Dogs";"Scottsdale";"AZ";"Vegan"
"-107To4WUkrqmnR7zbWj5g";"5";"2015-03-28 00:00:00";"It is difficult to find a restaurant that a vegan and her carnivore husband can eat at together. Grasslands gets a five star rating from both of us!!! 
We shared the apple fitters. DELICIOUS 
We each had the green eggs no ham. Equally delicious. The Bloody Mary was incredible. 
The only drawback was that they had run out of Daiya cheese but hopefully that's not a regular occurrence. Will definitely be going back.";"1";"0";"0";"Grasslands";"Toronto";"ON";"Vegan"
"-120JddG4ZPn6YDXDFjA4A";"5";"2016-07-19 00:00:00";"WOW! This place hit the spot! Healthy and delicious? YES! 

I am in town visiting and keep going back.  Everything I have had so far is fantastic!  The smoothies and juices are so refreshing on these hot summer days and the Energy Elevator (smoothie with espresso) has gotten me through some long days!  But what really gets me is the amazing sauces! From the agave bbq to the creamy avocado to the miso ginger - insane. The sauces make all of their grain and green based bowls so tasty!  Ohhhh and the Mac and cheese with quinoa noodles...tastes like it would be 'bad' for you but there is no guilt at this place! 

I am also really impressed with the staff and customer service.  Each time I have gone in they have been friendly and seem to have a passion for the food and whole food concept.  The place is super clean and the decor is bright to go along with the freshness of their food! 

And to top it all off... they are expanding across the country (no surprise with this concept).  I just found out they are opening in my hometown in Raleigh, NC.  Best news ever!!!!

I encourage everyone to check out Grabbagreen!  Tastes great and it feels good!";"0";"0";"0";"Grabbagreen Downtown - Phoenix";"Phoenix";"AZ";"Vegan"
"-17wCCLD1buoxb_HvHS2Eg";"4";"2016-02-07 00:00:00";"Boy did this place give me the heebie-jeebies!!!  Talk about a real life version of American Horror Story.  You walk in and half-expect Jessica Lange to jump out behind the clothing racks on the side of the foyer wearing an old wedding dress and wielding a chain saw.

Me and my reluctant, non-vegan boyfriend arrived here at 11:30am on a Saturday, just as they opened.  The front part of the restaurant is basically an untouched, vintage thrift shop from the 1980's.  There were racks of old clothes, household decor, and a randomly placed jewelry display case.  Once you rummage through all that old crap, you get to the dining hall, which smelled strangely enough like a vintage car burning diesel fuel inside of a closed garage.  The decoration was a hoarders paradise -  years of collecting old crap from the Goodwill across the street on East Carson.  The waitstaff, again, reminded us of American Horror Story.  They were slow even though we were the only people in the restaurant from the time we got there to the time we left (11:30-1), but had suspiciously cheery attitudes and made sure we had enough coffee...very suspicious indeed!

The food was actually a delight.  We shared the Greek platter as an appetizer.  None of it was homemade, we could tell, but it didn't taste bad.  My boyfriend got the sweet potato burger which tasted like maple syrup, in a good way.  I ordered the curry chick pea burrito which was rich and filling.  The zenith of our meal was actually not being poisoned or tortured!  Food was good, environment was weird - 7/10.";"1";"4";"1";"The Zenith";"Pittsburgh";"PA";"Vegan"
"-1EYsgLvC5SFNvlUDVOkkw";"4";"2013-05-28 00:00:00";"If you are vegetarian or vegan Fern is an excellent choice for a good place to eat.  My wife is vegan, so I've eaten at Fern several times with her.  Even though I'm not vegetarian I've always been pleasantly surprised at the variety and quality of food served at Fern.  Some of their dishes are quite unique and make it worth eating at Fern.";"1";"1";"1";"Fern";"Charlotte";"NC";"Vegan"
"-1fwU18gNVA7xJk4cG0emw";"5";"2012-07-06 00:00:00";"It's great to see a place selling healthy tasty food in the middle of a food court.  The price was reasonable, and the tofu sandwich was more than enough to fill me up.  Plenty of fresh salad as well, but watch out for the juices, they can be a bit tart";"0";"0";"0";"Urban Herbivore";"Toronto";"ON";"Vegan"
"-1g8brNSdjcKlV1C4fJ1TQ";"5";"2016-03-30 00:00:00";"Very good Kosher restaurant!!
I love going there and eat. Even to take out.
Prices are reasonable and the food is good :)";"0";"0";"0";"Kitchen18";"Scottsdale";"AZ";"Vegan"
"-1gKcxpJDPsFLOE4pBaLvA";"1";"2017-08-19 00:00:00";"We went for brunch on Saturday 8/19/17 and were totally unimpressed. Service was mediocre and the food was worse. My wife ordered eggs over medium with toast (They only have one type of bread which is a multi-grain, not even a sourdough is available which was surprising.) The eggs were served up with slightly burned whites and hard centers. How hard is it to cook over-medium fried eggs? The toast comes standard with NO TOPPINGS???  I mean no butter, no jam or jelly, nothing, so we had to request some butter. The dish came with sweet potato hash and chicken sausage. The sweet potatoes were burnt black on the outside but not totally cooked and there were a few onion slices here and there. To be honest the chicken sausage patties were quite good.

I ordered medium poached eggs with the same sweet potato hash and chicken sausage. You guessed it, the eggs ended up being hard-boiled!  We were both too hungry to send our orders back so choked them down the best we could.  Hard to see why people think this is great food???";"0";"0";"0";"True Food Kitchen";"Scottsdale";"AZ";"Vegan"
"-1gu9UJQUKFJ6jItqEdDgQ";"3";"2012-08-05 00:00:00";"I love this place and always order off the buffet. I have never had a complaint about it and frequent Tsom. However, I went with a friend, she ordered a wrap and it was a veg burger, cut in half, with a leaf of lettuce and a few diced tomatoes. Not even a sauce was added.";"0";"0";"0";"Tsom Vegetarian Flavors";"Tempe";"AZ";"Vegan"
"-1haJaH2MYiXXjExPXYdLg";"5";"2017-02-26 00:00:00";"Desk makes awesome margaritas! They have a full vegan menu which is a great find on the strip!";"0";"0";"0";"Nacho Daddy";"Las Vegas";"NV";"Vegan"
"-1jjNNgHj0s_c6-MMGH-gA";"1";"2013-10-07 00:00:00";"The worst!  I ate here a lot when it was Chronic Taco and had great service and food.  We had to wait 45 minutes for our meal and we were table checked one time.   I ordered what they called Ceviche, that was gazpacho that they served with ONE piece of shrimp!  Too many places on Mill Ave. to find a better dining experience than to waste my time and money here.";"4";"0";"0";"CASA Sunbá";"Tempe";"AZ";"Vegan"
"-1TcdwVfe8WT22rTKde4Og";"1";"2014-01-04 00:00:00";"Not a fan. Fresh pressed Juice cost $8 including tax for 16oz- highest price outside of whole paycheck- I mean- whole foods. Staff is nice. Kale salad is soaking in dressing and everything, although presumably made fresh, has been sitting around in the fridge case with a dry coating over it. I love the idea of fresh healthy quick food, but this is basically a super stripped down whole foods salad bar at $11 per pound. Just returned my second juice because it was all pulp and chewy.  Cashier made me wait for the manager to get back from ""the store"" so she could tell me if they would give me my money back. um.....ok? Gross.";"3";"0";"1";"Simply Pure by Chef Stacey Dougan";"Las Vegas";"NV";"Vegan"
"-1ulSyb-tXWBlyRGaFeU2w";"4";"2017-02-28 00:00:00";"Oh I love this place! Surprised it took me so long to try it since I live pretty close by. Perfect for a low-key, casual brunch. They got your breakfast sandwiches as well as ""lunch"" sandwiches. Their drink menu is pretty big and they got some caffeine-free drinks available as well.

Boyfriend ordered the Breakfast Bombness sandwich and I ordered the Turkey and What Else sandwich which came with Lay's potato chips. I've got to admit, the sandwiches were on the smaller side. Even though I'm a small eater, my boyfriend and I could have easily split a second sandwich. I  guess it's a good thing the sandwiches are small...you can watch your calories. 

We were here on a Saturday afternoon and the one and only drink my boyfriend wanted to try was the Pistachio Delight and they were out of ingredients on the day we went!!!!!!!!!! What the..... how in the world..... why!? =( boo. If they had that item available, this review might been pushed up to 5 stars. So he ended up getting a cold brew iced coffee. He enjoyed it. You need a strong caffinee boost? Screw the big corporate places....come here and get yourself one of these! It'll definitely give you a huge pep in your step. Great tasting coffee. I got an iced coconut latte and it was delish!! 

We will definitely be back....there's other sandwiches I wanna try!";"6";"2";"5";"Pour - Coffeehouse";"Las Vegas";"NV";"Vegan"
"-1xdD3Br35cJGJ1V0GeX1g";"5";"2017-03-04 00:00:00";"This place is awesome. Great food. Great music. Free wifi. Nice atmosphere. Vegan. All the good things. Oh, and nice bathrooms.";"0";"0";"0";"Violette's Vegan Organic Cafe & Juice Bar";"Las Vegas";"NV";"Vegan"
"-1xerNATr2EFQyu8kNzVIA";"4";"2014-02-25 00:00:00";"I was so glad to hear of a vegan restaurant in Scarborough that I rushed right over.  The staff was friendly and welcoming and they clearly take pride in their food.  The portions are generous and you get a little of everything served over a bed of rice and peas.  All of the dishes on offer when I visited were flavorful and delicious!  I'll be back, no doubt.

This is definitely more of a takeout spot, only or two tables that I could see, but what it lacks in ambiance, it makes up for in flavour.  This is the kind of vegan food that goes over well with non-vegans too.";"9";"0";"1";"Ital Vital";"Scarborough";"ON";"Vegan"
